# This is a RPU Designer project resource file.
# Type:sbox
# Md5:3940fffb67ab7f9b52fdc31c98ab8292
0x00000000 0xA56363C6
0x000037C0 0x8C8C038F
0x000037C4 0xA1A159F8
0x000037C8 0x89890980
0x000037CC 0x0D0D1A17
0x000037D0 0xBFBF65DA
0x000037D4 0xE6E6D731
0x000037D8 0x424284C6
0x000037DC 0x6868D0B8
0x000037E0 0x414182C3
0x000037E4 0x999929B0
0x000037E8 0x2D2D5A77
0x000037EC 0x0F0F1E11
0x000037F0 0xB0B07BCB
0x000037F4 0x5454A8FC
0x000037F8 0xBBBB6DD6
0x000037FC 0x16162C3A
0x00003800 0x63C6A563
0x00003804 0x7CF8847C
0x00003808 0x77EE9977
0x0000380C 0x7BF68D7B
0x00003810 0xF2FF0DF2
0x00003814 0x6BD6BD6B
0x00003818 0x6FDEB16F
0x0000381C 0xC59154C5
0x00003820 0x30605030
0x00003824 0x01020301
0x00003828 0x67CEA967
0x0000382C 0x2B567D2B
0x00003830 0xFEE719FE
0x00003834 0xD7B562D7
0x00003838 0xAB4DE6AB
0x0000383C 0x76EC9A76
0x00003840 0xCA8F45CA
0x00003844 0x821F9D82
0x00003848 0xC98940C9
0x0000384C 0x7DFA877D
0x00003850 0xFAEF15FA
0x00003854 0x59B2EB59
0x00003858 0x478EC947
0x0000385C 0xF0FB0BF0
0x00003860 0xAD41ECAD
0x00003864 0xD4B367D4
0x00003868 0xA25FFDA2
0x0000386C 0xAF45EAAF
0x00003870 0x9C23BF9C
0x00003874 0xA453F7A4
0x00003878 0x72E49672
0x0000387C 0xC09B5BC0
0x00003880 0xB775C2B7
0x00003884 0xFDE11CFD
0x00003888 0x933DAE93
0x0000388C 0x264C6A26
0x00003890 0x366C5A36
0x00003894 0x3F7E413F
0x00003898 0xF7F502F7
0x0000389C 0xCC834FCC
0x000038A0 0x34685C34
0x000038A4 0xA551F4A5
0x000038A8 0xE5D134E5
0x000038AC 0xF1F908F1
0x000038B0 0x71E29371
0x000038B4 0xD8AB73D8
0x000038B8 0x31625331
0x000038BC 0x152A3F15
0x000038C0 0x04080C04
0x000038C4 0xC79552C7
0x000038C8 0x23466523
0x000038CC 0xC39D5EC3
0x000038D0 0x18302818
0x000038D4 0x9637A196
0x000038D8 0x050A0F05
0x000038DC 0x9A2FB59A
0x000038E0 0x070E0907
0x000038E4 0x12243612
0x000038E8 0x801B9B80
0x000038EC 0xE2DF3DE2
0x000038F0 0xEBCD26EB
0x000038F4 0x274E6927
0x000038F8 0xB27FCDB2
0x000038FC 0x75EA9F75
0x00003900 0x09121B09
0x00003904 0x831D9E83
0x00003908 0x2C58742C
0x0000390C 0x1A342E1A
0x00003910 0x1B362D1B
0x00003914 0x6EDCB26E
0x00003918 0x5AB4EE5A
0x0000391C 0xA05BFBA0
0x00003920 0x52A4F652
0x00003924 0x3B764D3B
0x00003928 0xD6B761D6
0x0000392C 0xB37DCEB3
0x00003930 0x29527B29
0x00003934 0xE3DD3EE3
0x00003938 0x2F5E712F
0x0000393C 0x84139784
0x00003940 0x53A6F553
0x00003944 0xD1B968D1
0x00003948 0x00000000
0x0000394C 0xEDC12CED
0x00003950 0x20406020
0x00003954 0xFCE31FFC
0x00003958 0xB179C8B1
0x0000395C 0x5BB6ED5B
0x00003960 0x6AD4BE6A
0x00003964 0xCB8D46CB
0x00003968 0xBE67D9BE
0x0000396C 0x39724B39
0x00003970 0x4A94DE4A
0x00003974 0x4C98D44C
0x00003978 0x58B0E858
0x0000397C 0xCF854ACF
0x00003980 0xD0BB6BD0
0x00003984 0xEFC52AEF
0x00003988 0xAA4FE5AA
0x0000398C 0xFBED16FB
0x00003990 0x4386C543
0x00003994 0x4D9AD74D
0x00003998 0x33665533
0x0000399C 0x85119485
0x000039A0 0x458ACF45
0x000039A4 0xF9E910F9
0x000039A8 0x02040602
0x000039AC 0x7FFE817F
0x000039B0 0x50A0F050
0x000039B4 0x3C78443C
0x000039B8 0x9F25BA9F
0x000039BC 0xA84BE3A8
0x000039C0 0x51A2F351
0x000039C4 0xA35DFEA3
0x000039C8 0x4080C040
0x000039CC 0x8F058A8F
0x000039D0 0x923FAD92
0x000039D4 0x9D21BC9D
0x000039D8 0x38704838
0x000039DC 0xF5F104F5
0x000039E0 0xBC63DFBC
0x000039E4 0xB677C1B6
0x000039E8 0xDAAF75DA
0x000039EC 0x21426321
0x000039F0 0x10203010
0x000039F4 0xFFE51AFF
0x000039F8 0xF3FD0EF3
0x000039FC 0xD2BF6DD2
0x00003A00 0xCD814CCD
0x00003A04 0x0C18140C
0x00003A08 0x13263513
0x00003A0C 0xECC32FEC
0x00003A10 0x5FBEE15F
0x00003A14 0x9735A297
0x00003A18 0x4488CC44
0x00003A1C 0x172E3917
0x00003A20 0xC49357C4
0x00003A24 0xA755F2A7
0x00003A28 0x7EFC827E
0x00003A2C 0x3D7A473D
0x00003A30 0x64C8AC64
0x00003A34 0x5DBAE75D
0x00003A38 0x19322B19
0x00003A3C 0x73E69573
0x00003A40 0x60C0A060
0x00003A44 0x81199881
0x00003A48 0x4F9ED14F
0x00003A4C 0xDCA37FDC
0x00003A50 0x22446622
0x00003A54 0x2A547E2A
0x00003A58 0x903BAB90
0x00003A5C 0x880B8388
0x00003A60 0x468CCA46
0x00003A64 0xEEC729EE
0x00003A68 0xB86BD3B8
0x00003A6C 0x14283C14
0x00003A70 0xDEA779DE
0x00003A74 0x5EBCE25E
0x00003A78 0x0B161D0B
0x00003A7C 0xDBAD76DB
0x00003A80 0xE0DB3BE0
0x00003A84 0x32645632
0x00003A88 0x3A744E3A
0x00003A8C 0x0A141E0A
0x00003A90 0x4992DB49
0x00003A94 0x060C0A06
0x00003A98 0x24486C24
0x00003A9C 0x5CB8E45C
0x00003AA0 0xC29F5DC2
0x00003AA4 0xD3BD6ED3
0x00003AA8 0xAC43EFAC
0x00003AAC 0x62C4A662
0x00003AB0 0x9139A891
0x00003AB4 0x9531A495
0x00003AB8 0xE4D337E4
0x00003ABC 0x79F28B79
0x00003AC0 0xE7D532E7
0x00003AC4 0xC88B43C8
0x00003AC8 0x376E5937
0x00003ACC 0x6DDAB76D
0x00003AD0 0x8D018C8D
0x00003AD4 0xD5B164D5
0x00003AD8 0x4E9CD24E
0x00003ADC 0xA949E0A9
0x00003AE0 0x6CD8B46C
0x00003AE4 0x56ACFA56
0x00003AE8 0xF4F307F4
0x00003AEC 0xEACF25EA
0x00003AF0 0x65CAAF65
0x00003AF4 0x7AF48E7A
0x00003AF8 0xAE47E9AE
0x00003AFC 0x08101808
0x00003B00 0xBA6FD5BA
0x00003B04 0x78F08878
0x00003B08 0x254A6F25
0x00003B0C 0x2E5C722E
0x00003B10 0x1C38241C
0x00003B14 0xA657F1A6
0x00003B18 0xB473C7B4
0x00003B1C 0xC69751C6
0x00003B20 0xE8CB23E8
0x00003B24 0xDDA17CDD
0x00003B28 0x74E89C74
0x00003B2C 0x1F3E211F
0x00003B30 0x4B96DD4B
0x00003B34 0xBD61DCBD
0x00003B38 0x8B0D868B
0x00003B3C 0x8A0F858A
0x00003B40 0x70E09070
0x00003B44 0x3E7C423E
0x00003B48 0xB571C4B5
0x00003B4C 0x66CCAA66
0x00003B50 0x4890D848
0x00003B54 0x03060503
0x00003B58 0xF6F701F6
0x00003B5C 0x0E1C120E
0x00003B60 0x61C2A361
0x00003B64 0x356A5F35
0x00003B68 0x57AEF957
0x00003B6C 0xB969D0B9
0x00003B70 0x86179186
0x00003B74 0xC19958C1
0x00003B78 0x1D3A271D
0x00003B7C 0x9E27B99E
0x00003B80 0xE1D938E1
0x00003B84 0xF8EB13F8
0x00003B88 0x982BB398
0x00003B8C 0x11223311
0x00003B90 0x69D2BB69
0x00003B94 0xD9A970D9
0x00003B98 0x8E07898E
0x00003B9C 0x9433A794
0x00003BA0 0x9B2DB69B
0x00003BA4 0x1E3C221E
0x00003BA8 0x87159287
0x00003BAC 0xE9C920E9
0x00003BB0 0xCE8749CE
0x00003BB4 0x55AAFF55
0x00003BB8 0x28507828
0x00003BBC 0xDFA57ADF
0x00003BC0 0x8C038F8C
0x00003BC4 0xA159F8A1
0x00003BC8 0x89098089
0x00003BCC 0x0D1A170D
0x00003BD0 0xBF65DABF
0x00003BD4 0xE6D731E6
0x00003BD8 0x4284C642
0x00003BDC 0x68D0B868
0x00003BE0 0x4182C341
0x00003BE4 0x9929B099
0x00003BE8 0x2D5A772D
0x00003BEC 0x0F1E110F
0x00003BF0 0xB07BCBB0
0x00003BF4 0x54A8FC54
0x00003BF8 0xBB6DD6BB
0x00003BFC 0x162C3A16
0x00003C00 0xC6A56363
0x00003C04 0xF8847C7C
0x00003C08 0xEE997777
0x00003C0C 0xF68D7B7B
0x00003C10 0xFF0DF2F2
0x00003C14 0xD6BD6B6B
0x00003C18 0xDEB16F6F
0x00003C1C 0x9154C5C5
0x00003C20 0x60503030
0x00003C24 0x02030101
0x00003C28 0xCEA96767
0x00003C2C 0x567D2B2B
0x00003C30 0xE719FEFE
0x00003C34 0xB562D7D7
0x00003C38 0x4DE6ABAB
0x00003C3C 0xEC9A7676
0x00003C40 0x8F45CACA
0x00003C44 0x1F9D8282
0x00003C48 0x8940C9C9
0x00003C4C 0xFA877D7D
0x00003C50 0xEF15FAFA
0x00003C54 0xB2EB5959
0x00003C58 0x8EC94747
0x00003C5C 0xFB0BF0F0
0x00003C60 0x41ECADAD
0x00003C64 0xB367D4D4
0x00003C68 0x5FFDA2A2
0x00003C6C 0x45EAAFAF
0x00003C70 0x23BF9C9C
0x00003C74 0x53F7A4A4
0x00003C78 0xE4967272
0x00003C7C 0x9B5BC0C0
0x00003C80 0x75C2B7B7
0x00003C84 0xE11CFDFD
0x00003C88 0x3DAE9393
0x00003C8C 0x4C6A2626
0x00003C90 0x6C5A3636
0x00003C94 0x7E413F3F
0x00003C98 0xF502F7F7
0x00003C9C 0x834FCCCC
0x00003CA0 0x685C3434
0x00003CA4 0x51F4A5A5
0x00003CA8 0xD134E5E5
0x00003CAC 0xF908F1F1
0x00003CB0 0xE2937171
0x00003CB4 0xAB73D8D8
0x00003CB8 0x62533131
0x00003CBC 0x2A3F1515
0x00003CC0 0x080C0404
0x00003CC4 0x9552C7C7
0x00003CC8 0x46652323
0x00003CCC 0x9D5EC3C3
0x00003CD0 0x30281818
0x00003CD4 0x37A19696
0x00003CD8 0x0A0F0505
0x00003CDC 0x2FB59A9A
0x00003CE0 0x0E090707
0x00003CE4 0x24361212
0x00003CE8 0x1B9B8080
0x00003CEC 0xDF3DE2E2
0x00003CF0 0xCD26EBEB
0x00003CF4 0x4E692727
0x00003CF8 0x7FCDB2B2
0x00003CFC 0xEA9F7575
0x00003D00 0x121B0909
0x00003D04 0x1D9E8383
0x00003D08 0x58742C2C
0x00003D0C 0x342E1A1A
0x00003D10 0x362D1B1B
0x00003D14 0xDCB26E6E
0x00003D18 0xB4EE5A5A
0x00003D1C 0x5BFBA0A0
0x00003D20 0xA4F65252
0x00003D24 0x764D3B3B
0x00003D28 0xB761D6D6
0x00003D2C 0x7DCEB3B3
0x00003D30 0x527B2929
0x00003D34 0xDD3EE3E3
0x00003D38 0x5E712F2F
0x00003D3C 0x13978484
0x00003D40 0xA6F55353
0x00003D44 0xB968D1D1
0x00003D48 0x00000000
0x00003D4C 0xC12CEDED
0x00003D50 0x40602020
0x00003D54 0xE31FFCFC
0x00003D58 0x79C8B1B1
0x00003D5C 0xB6ED5B5B
0x00003D60 0xD4BE6A6A
0x00003D64 0x8D46CBCB
0x00003D68 0x67D9BEBE
0x00003D6C 0x724B3939
0x00003D70 0x94DE4A4A
0x00003D74 0x98D44C4C
0x00003D78 0xB0E85858
0x00003D7C 0x854ACFCF
0x00003D80 0xBB6BD0D0
0x00003D84 0xC52AEFEF
0x00003D88 0x4FE5AAAA
0x00003D8C 0xED16FBFB
0x00003D90 0x86C54343
0x00003D94 0x9AD74D4D
0x00003D98 0x66553333
0x00003D9C 0x11948585
0x00003DA0 0x8ACF4545
0x00003DA4 0xE910F9F9
0x00003DA8 0x04060202
0x00003DAC 0xFE817F7F
0x00003DB0 0xA0F05050
0x00003DB4 0x78443C3C
0x00003DB8 0x25BA9F9F
0x00003DBC 0x4BE3A8A8
0x00003DC0 0xA2F35151
0x00003DC4 0x5DFEA3A3
0x00003DC8 0x80C04040
0x00003DCC 0x058A8F8F
0x00003DD0 0x3FAD9292
0x00003DD4 0x21BC9D9D
0x00003DD8 0x70483838
0x00003DDC 0xF104F5F5
0x00003DE0 0x63DFBCBC
0x00003DE4 0x77C1B6B6
0x00003DE8 0xAF75DADA
0x00003DEC 0x42632121
0x00003DF0 0x20301010
0x00003DF4 0xE51AFFFF
0x00003DF8 0xFD0EF3F3
0x00003DFC 0xBF6DD2D2
0x00003E00 0x814CCDCD
0x00003E04 0x18140C0C
0x00003E08 0x26351313
0x00003E0C 0xC32FECEC
0x00003E10 0xBEE15F5F
0x00003E14 0x35A29797
0x00003E18 0x88CC4444
0x00003E1C 0x2E391717
0x00003E20 0x9357C4C4
0x00003E24 0x55F2A7A7
0x00003E28 0xFC827E7E
0x00003E2C 0x7A473D3D
0x00003E30 0xC8AC6464
0x00003E34 0xBAE75D5D
0x00003E38 0x322B1919
0x00003E3C 0xE6957373
0x00003E40 0xC0A06060
0x00003E44 0x19988181
0x00003E48 0x9ED14F4F
0x00003E4C 0xA37FDCDC
0x00003E50 0x44662222
0x00003E54 0x547E2A2A
0x00003E58 0x3BAB9090
0x00003E5C 0x0B838888
0x00003E60 0x8CCA4646
0x00003E64 0xC729EEEE
0x00003E68 0x6BD3B8B8
0x00003E6C 0x283C1414
0x00003E70 0xA779DEDE
0x00003E74 0xBCE25E5E
0x00003E78 0x161D0B0B
0x00003E7C 0xAD76DBDB
0x00003E80 0xDB3BE0E0
0x00003E84 0x64563232
0x00003E88 0x744E3A3A
0x00003E8C 0x141E0A0A
0x00003E90 0x92DB4949
0x00003E94 0x0C0A0606
0x00003E98 0x486C2424
0x00003E9C 0xB8E45C5C
0x00003EA0 0x9F5DC2C2
0x00003EA4 0xBD6ED3D3
0x00003EA8 0x43EFACAC
0x00003EAC 0xC4A66262
0x00003EB0 0x39A89191
0x00003EB4 0x31A49595
0x00003EB8 0xD337E4E4
0x00003EBC 0xF28B7979
0x00003EC0 0xD532E7E7
0x00003EC4 0x8B43C8C8
0x00003EC8 0x6E593737
0x00003ECC 0xDAB76D6D
0x00003ED0 0x018C8D8D
0x00003ED4 0xB164D5D5
0x00003ED8 0x9CD24E4E
0x00003EDC 0x49E0A9A9
0x00003EE0 0xD8B46C6C
0x00003EE4 0xACFA5656
0x00003EE8 0xF307F4F4
0x00003EEC 0xCF25EAEA
0x00003EF0 0xCAAF6565
0x00003EF4 0xF48E7A7A
0x00003EF8 0x47E9AEAE
0x00003EFC 0x10180808
0x00003F00 0x6FD5BABA
0x00003F04 0xF0887878
0x00003F08 0x4A6F2525
0x00003F0C 0x5C722E2E
0x00003F10 0x38241C1C
0x00003F14 0x57F1A6A6
0x00003F18 0x73C7B4B4
0x00003F1C 0x9751C6C6
0x00003F20 0xCB23E8E8
0x00003F24 0xA17CDDDD
0x00003F28 0xE89C7474
0x00003F2C 0x3E211F1F
0x00003F30 0x96DD4B4B
0x00003F34 0x61DCBDBD
0x00003F38 0x0D868B8B
0x00003F3C 0x0F858A8A
0x00003F40 0xE0907070
0x00003F44 0x7C423E3E
0x00003F48 0x71C4B5B5
0x00003F4C 0xCCAA6666
0x00003F50 0x90D84848
0x00003F54 0x06050303
0x00003F58 0xF701F6F6
0x00003F5C 0x1C120E0E
0x00003F60 0xC2A36161
0x00003F64 0x6A5F3535
0x00003F68 0xAEF95757
0x00003F6C 0x69D0B9B9
0x00003F70 0x17918686
0x00003F74 0x9958C1C1
0x00003F78 0x3A271D1D
0x00003F7C 0x27B99E9E
0x00003F80 0xD938E1E1
0x00003F84 0xEB13F8F8
0x00003F88 0x2BB39898
0x00003F8C 0x22331111
0x00003F90 0xD2BB6969
0x00003F94 0xA970D9D9
0x00003F98 0x07898E8E
0x00003F9C 0x33A79494
0x00003FA0 0x2DB69B9B
0x00003FA4 0x3C221E1E
0x00003FA8 0x15928787
0x00003FAC 0xC920E9E9
0x00003FB0 0x8749CECE
0x00003FB4 0xAAFF5555
0x00003FB8 0x50782828
0x00003FBC 0xA57ADFDF
0x00003FC0 0x038F8C8C
0x00003FC4 0x59F8A1A1
0x00003FC8 0x09808989
0x00003FCC 0x1A170D0D
0x00003FD0 0x65DABFBF
0x00003FD4 0xD731E6E6
0x00003FD8 0x84C64242
0x00003FDC 0xD0B86868
0x00003FE0 0x82C34141
0x00003FE4 0x29B09999
0x00003FE8 0x5A772D2D
0x00003FEC 0x1E110F0F
0x00003FF0 0x7BCBB0B0
0x00003FF4 0xA8FC5454
0x00003FF8 0x6DD6BBBB
0x00003FFC 0x2C3A1616
